,L104B5Inv,L104B5LCIS,L13B6DCIS,L13B9DCIS,L14B14,L14B5,L14B901DCIS,L14B901Inv,L15B13I1,L15B13I2,L16B6,L16B9,L17B11,L17B14,L17B8,L19B6,L19B7ERPRp,L19B7ERpPRn,L19B7ERPRmix,L20B10Inv1,L20B9,L33B14DCIS,L33B14Inv,L33B8,L38B11,L38B6,L38B7ER63pos,L38B7ER63weak,L41B12PR57neg,L41B12PR57pos,L41B13,L41B16,L41B9,L47B4,L47B7,L47B9,L49B10,L49B11,L49B8,L50B11I1,L50B11I2,L50B14I3,L51B22I3,L51B25D,L51B31I1,L51B31I2,L52B12D,L52B12I,L52B6D,L52B6I,L52B9D,L52B9I,L54B12D,L54B12I,L54B13I2,L54B13I3,L54B7D,L54B7I,L54B8I1,L55B10,L55B6,L55B9I2,L55B9I1,L56B7,L56B8,L56B9,L65B12,L65B13,L65B14,L67B5,L67B7I,L67B7P,L67B8Inv,L67B8pap,L69B10,L69B8,L70B11,L70B14,L70B17,L73B10Area1,L73B10Area2,L73B12I1,L73B12I2,L73B14Area1,L73B14Area2,L75B4,L75B6,L75B7,L76B5,L76B7,L76B9,L77B10,L77B7,L77B9,L78B12Inv1,L78B12Inv2,L78B9I1,L78B9I2,L79B7Inv1,L79B7Inv2,L8B6I2,L8B6I1,L8B7,L8B10,L8B13,L82B7,L82B8,L82B9,L91B11I2,L91B14I3,L91B9I1,L95B10,L95B12,L95B8,L96B11,L96B12
PIK3R3,0.355235534,0.372478875,0.167159436,0.410529108,-1.180065568,,-0.053807988,-0.328591385,-0.323243553,-0.739124378,,-0.681269689,-3.443094246,-2.956346632,-2.878828222,,-0.435439422,,,-0.451987868,-0.37477916,-1.259427236,-1.356834682,-1.646884048,0.778222938,0.866471823,1.293314576,0.566269633,-0.857795843,-1.04415102,-0.977090011,0.061360235,-1.033884502,-0.193968939,0.339918107,0.043644845,-2.178201347,-1.633959764,-1.616057106,0.600790209,0.454482891,-0.134380457,-0.493849981,-0.391911076,-0.609341182,-0.132567772,-1.042578026,-0.559391741,-1.29640953,-1.296275652,-1.470523602,-0.358613832,,-0.519130177,-0.252685481,-0.894272772,-0.392195328,-1.042893168,-0.694920739,0.055255791,0.080324198,-0.312796806,-0.292453824,-1.294891126,-0.874955057,-0.837149728,-0.123534207,0.263422921,0.110599575,-0.826316022,-0.757124971,-0.284186766,0.01911487,-0.064204329,-0.067405004,-1.223637761,0.575069424,1.060147028,0.836913659,0.494634699,-0.076831956,-0.110190111,-0.072323552,-0.65494038,0.033913287,0.249312761,-0.181428246,-0.434346248,-0.358823337,-0.052303017,0.121667833,-0.370229181,-0.834586727,0.057585872,-1.354508801,0.413256464,-0.151817775,-0.654499476,0.923500354,0.835345337,-0.371054428,-1.242895401,-0.406723904,,,,-0.984300774,-0.504842685,0.98449863,0.803322309,1.847118681,-0.884977659,-0.842842489,-1.253253795,0.291662427,0.426476909
ROBO4,-2.335186878,-2.457056182,-3.019659423,-4.048766895,-3.736084148,,-2.856681643,-1.641727882,-3.713729286,-3.087789936,,-2.427050838,-5.118206259,-5.240965602,-5.297883108,,-4.044450587,,,-2.408812413,-2.662379109,-3.316962506,-3.187104254,-3.244492863,-3.386965628,-2.686394865,-3.182369269,-3.686691011,-1.175106348,-2.630372151,-2.745226344,-3.297943296,-1.858309966,-3.188740732,-4.125764505,-4.438905782,-4.363276923,-5.252150243,-4.574490787,-4.804051941,-4.018708695,-2.572555918,-2.262321266,-2.595778633,-4.447845285,-2.705044325,-3.005151451,-4.295377641,-3.509343531,-3.688533351,-4.054941522,-3.317934738,,-2.584088149,-3.436727242,-3.355157633,-1.717897259,-2.679853451,-2.7989488,-3.158606126,-2.019398823,-2.753998858,-2.67993553,-1.667921676,-2.369547587,-3.880872653,-2.626250636,-3.868654914,-3.728603044,-1.878030811,-2.923756984,-3.452787275,-3.361657372,-3.815124311,-3.748816923,-2.462668443,-1.971058741,-2.957703774,-3.087964217,-4.356381658,-4.64829517,-4.814020931,-4.532377673,-3.831726898,-4.280562777,-4.219503039,-3.491245329,-3.512286435,-2.365684266,-3.41479384,-3.441822228,-3.464998127,-3.230461969,-4.772833286,-2.523545717,-4.256248032,-3.847956815,-3.708408216,-4.208818613,-3.749343022,-3.189516241,-2.868081725,-3.058117902,,,,-3.258835401,-3.877378597,-3.911807862,-4.612248189,-3.363404725,-6.159477731,-6.83470792,-5.580249504,-2.857421949,-2.915221324
TYMP,0.195860949,-0.210442018,1.897944174,1.084886415,-0.629780841,,0.947075522,0.721979249,1.348516361,1.47577786,,0.695046051,1.260239351,1.442686691,1.517997636,,2.893234614,,,2.334775175,2.361237643,2.072542582,0.027348401,2.092117729,1.237411806,1.067575483,1.896743244,1.493115502,2.081729864,1.877862345,2.102646289,1.080081189,1.856800138,1.409315772,1.343937689,0.229757667,2.270370462,1.500364934,1.779163981,1.603648227,2.027219571,2.107624725,2.101473944,2.407422919,-0.691851679,-0.756394999,0.569707603,0.38556339,1.249932198,0.667062174,1.462906,0.453984685,,0.826233033,0.202564284,0.473024173,1.148929817,1.288463184,0.801712887,1.283893833,1.328260901,1.662710151,1.912270643,1.203140841,2.353278706,2.739983026,2.635738595,1.984748674,1.527665971,1.549821229,1.543140256,1.18493738,1.412700754,1.09658702,1.997025038,1.970208777,1.739286841,1.406638802,1.430761175,-0.376702932,-1.144089796,-1.229698545,-0.62902964,0.210139343,-0.627629162,1.924212728,2.010939766,1.968357761,0.228122659,0.415514577,-0.383693367,1.002836404,1.896973484,1.153792896,2.783529892,0.583131895,0.216366167,1.501915583,1.447779194,1.76412705,2.18519362,2.44486349,2.450555671,,,,1.870160078,1.997690317,0.975882349,0.861990715,1.449821741,1.428671268,0.724255159,2.068146398,1.592119878,0.936633404
ETV4,-3.166757345,-2.35482818,-5.595009012,-4.806693928,-3.636640559,,-4.137905941,-3.282628797,-3.899194602,-4.993147333,,-2.548136926,-5.996690087,-5.949021558,-5.810923081,,-4.374440499,,,-2.582776008,-3.106540041,-3.596024826,-3.90817112,-2.453497776,-5.898641019,-4.122286211,-4.209244565,-4.075503422,-5.063157618,-5.593385479,-4.211813846,-4.56450619,-6.919844057,-5.124071269,-5.488205374,-6.023739073,-3.653149166,-3.792118472,-3.318021824,-6.067463066,-6.681933425,-5.334145778,-4.487372621,-4.131364818,-3.191568724,-3.032231361,-1.512396493,-3.744657649,-1.933517501,-3.428439151,-2.896046043,-4.045950126,,-2.701417156,-6.942478198,-3.726432423,-3.634782817,-4.976152599,-4.658149456,-4.745477916,-4.510851048,-4.436379073,-4.779291048,-2.691066627,-1.623673478,-1.468878899,-3.766767482,-4.104452263,-4.185614624,-3.710291623,-6.189460367,-2.531102721,-5.464552789,-3.586091311,-1.715579617,-2.833883886,-3.94806062,-2.976933888,-3.727346261,-5.504894789,-3.413768691,-3.453237747,-5.634749194,-3.688685583,-3.280684068,-4.106308937,-3.750864406,-3.647872756,-5.226381595,-6.565646918,-5.263611029,-6.220919517,-4.635917861,-6.316486473,-3.874553825,-2.108258448,-2.23632389,-2.157152588,-1.864560741,-2.084684525,0.48205448,0.432216723,0.657037283,,,,-6.166348237,-6.073295494,-5.010779469,-5.716099145,-3.840995945,-7.658950571,-7.7175094,-8.600554508,-4.260575888,-3.698786418
TFF3,-1.125268105,0.963472077,3.835956393,3.341315143,0.850870514,,2.781658038,-0.836658527,5.017659072,4.212670286,,1.401257107,-6.985407376,-7.434371038,-5.007703063,,0.578785081,,,1.19178074,0.950290542,2.521505763,2.836164608,3.156210158,3.346384885,5.30458718,3.70515759,3.952323481,-0.1391653,-1.069406569,1.176587518,2.452956441,-1.137733703,-2.785210236,-1.744360506,-0.621183365,-7.305242993,-6.957308534,-6.405425546,1.619349858,-0.209135338,-0.072811514,-3.540984852,-4.16194608,-7.425090045,-6.828347369,3.285564273,2.808882099,3.874472282,2.987840403,2.848304069,3.502163539,,4.719763477,3.781942631,5.992256927,0.41156782,3.129786835,3.478096945,-1.748920706,-1.406234093,-0.547987579,-1.940114859,3.739427558,5.15881638,5.527355282,0.74960528,1.401378515,0.20965778,2.714580901,0.175949261,3.774835154,1.473520074,2.447108018,1.795369023,1.920990337,1.686257156,0.542182073,1.872830715,1.161426097,4.951313723,4.34003503,2.186749904,2.439207155,4.742662433,-5.08124492,-3.813891719,-3.050785294,4.341639859,3.367011964,4.075421627,3.221564778,1.812584031,2.237347231,-3.896052794,-5.985404582,-4.320850694,-5.309034659,2.685982169,2.221984493,4.57670489,4.315651192,3.594642473,,,,2.654853303,2.397901327,2.835433977,3.069835751,4.461804603,-0.618473955,-0.036928729,0.161820254,-2.034416286,0.098302169
THBS4,-1.333125134,-1.185485349,-0.174808429,-1.413944463,-1.429463058,,-1.221421732,-1.415537061,-1.804172261,-1.260695071,,-0.941647323,-5.843048693,-6.378766936,-2.60007126,,-3.993769517,,,-1.467146809,-3.713796227,-0.494785332,-0.956881061,0.16787105,-0.697952562,-0.297460153,-1.738055461,-2.7128968,1.91010634,-0.11666077,0.675460971,-1.803170892,0.757345234,-1.312674432,-3.563890651,-4.471393127,-5.687367826,-6.41179764,-2.612291932,-1.301692031,-0.83400587,-0.733927335,-2.8377867,-0.51143712,-1.983820362,-2.671037931,-1.405378402,-4.281195581,0.597293661,0.121806683,-1.153408896,-2.448037859,,-1.065805422,-2.811897696,0.505345159,-0.537356813,0.635211589,0.226605929,-0.830811144,0.823837643,-1.112044313,0.623673619,0.123009836,0.719925986,-0.070102029,-0.745803972,0.994996184,0.14910919,-2.199553131,-1.302779082,-5.196847624,-2.66927076,-3.59931836,-0.784893232,-2.540774628,-2.185466079,-3.317696731,-3.321228041,-2.074282007,-2.888989198,-2.945347859,-1.239137187,-1.729061452,-3.156550982,-5.012543613,-2.765774744,-1.324135047,0.162145842,-1.687246748,0.259351783,-3.531556815,-4.018844019,-6.445367008,-1.693579098,-3.307197456,-1.777428695,0.336696053,-3.109245119,-2.798075067,-1.595018133,-2.241319768,-1.94588357,,,,-1.459712838,-1.451078982,-1.446652502,-3.268118535,-0.544023605,-5.043742459,-8.245259242,-3.75907054,-1.379800693,-1.430870618
GRIA3,-3.652523872,-3.896150308,-3.155340649,-0.822988976,-5.033904276,,-3.795747018,-2.816152871,-4.574737681,-2.997313159,,-2.762838816,-6.442018052,-5.769398657,-5.688812639,,-4.904280428,,,-6.204446257,-6.723842811,-5.498555026,-6.395663822,-6.190018025,-5.221842856,-5.069728833,-5.959771672,-6.374418415,-4.25825463,-4.06859041,-4.616629449,-5.376746108,-5.27957177,-4.710540501,-5.290403297,-5.735739187,-5.797613851,-5.641402747,-5.807193855,-5.454862357,-5.290900504,-4.157911077,-2.191670344,-3.532439045,-3.418613551,-4.125183293,-4.594341525,-3.86925466,-4.864229376,-5.01468902,-7.340940064,-4.999571061,,-4.491807742,-4.96915691,-4.952783481,-3.207942687,-4.766543185,-4.644186184,-4.612620221,-3.377993353,-3.142285963,-5.646855323,-2.684161785,-3.973016804,-5.143798096,-2.396410473,-2.692618619,-0.719333195,-4.079670734,-5.897822738,-7.867201616,-6.827418594,-6.38897128,-5.213685578,-3.825029858,-4.239715704,-4.06000235,-3.456777768,-4.302561032,-4.821676843,-5.099281591,-4.850805197,-4.419452301,-5.026717543,-2.382059412,-3.214241884,-2.362339726,-3.967058444,-6.097737145,-5.795701257,-5.096896942,-4.528901711,-5.148069778,-5.12117463,-6.708026078,-6.247661983,-5.696687138,-5.141011794,-5.002765487,-5.141269288,-0.68569371,-0.711960411,,,,-7.0478585,-6.665299139,-5.934755229,-4.992011891,-5.658234337,-6.698162317,-8.216152764,-6.192307276,-4.312776705,-5.012479477
LIF,-2.127001144,-3.206182509,1.54564696,-3.343929551,-3.681662366,,-2.724954134,-3.373475692,-3.461368127,-1.818355263,,-4.349908979,-6.026546071,-5.957061973,-5.243461325,,-3.147113186,,,-3.76695076,-3.888673057,-4.117171651,-5.339120137,-3.514903447,-4.499312636,-4.684120873,-5.436660187,-5.914809873,-1.706897958,-3.559053913,-3.314985804,-4.252640648,-3.053389664,-3.732658074,-5.588645275,-6.632325878,-3.182301503,-3.58418509,-3.475129134,-3.899643421,-1.116761891,-0.756802395,0.035086021,1.566676442,-3.552007822,-3.277193241,-2.089664891,-4.465555673,-3.09135663,-3.764329575,-2.942058093,-2.852788019,,-2.287364131,-3.768650443,-3.554687984,-1.300977046,-3.30626067,-3.858717217,-4.017507049,-3.543692517,-3.961521487,-3.209013898,-1.343983618,-0.808740451,-2.694461032,1.427521389,-2.149366565,-4.639919861,-2.182113434,-5.482350757,-5.439129599,-5.864014844,-5.473233963,-3.498362278,-2.438110034,-3.20183582,-3.887821375,-3.018081818,-5.415782276,-5.81942087,-6.143370854,-5.336141839,-3.296180927,-5.915937112,-0.168583893,-0.35503911,-0.121549254,-2.755086155,-4.181503426,-2.771939073,-3.937913691,-2.46379614,-4.150623742,-2.38927422,-2.650683088,-4.333007275,-2.64292502,-4.948520969,-4.400082314,-2.514739966,-3.56494341,-3.399729657,,,,-2.381556372,-2.300166546,-1.239790278,-3.686438645,-2.381884113,-4.859523722,-5.489988899,-4.882047654,-0.622051386,-3.544904098
LEP,-6.493668352,-7.620338642,-5.878940759,-7.638238745,-6.665631439,,-5.325594568,-3.030617871,-5.584382888,-6.76579846,,-6.690021863,-6.996295693,-7.969600198,-7.905502304,,-6.673878967,,,-3.541564838,-5.377964133,-6.405445622,-6.843122799,-4.874516199,-6.06628868,-3.784999357,-4.018665361,-3.526421509,-2.98559215,-6.913036233,-5.724109678,-7.562228849,-3.110211794,-5.555867845,-7.54935857,-7.330004767,-7.464942893,-7.2517122,-5.635514774,-7.072698133,-5.502743921,-3.618182566,-6.902828171,-2.345767418,-6.343989868,-3.348329358,-4.467685384,-7.028000737,-6.691769545,-3.399746398,-7.799246423,-3.402594985,,-5.687079696,-6.82741903,-7.044332663,0.330839358,-7.546777639,-6.749541167,-7.674940558,-8.762241785,-7.325821257,-8.779764544,-0.084209809,-2.365685298,-6.376242991,-1.516216305,-4.782953332,-2.133955276,-2.627796148,-6.814670458,-6.684513663,-7.814655642,-8.469317732,-8.16205281,-6.662035981,-3.302725501,-8.049011566,-7.799423939,-8.407047466,-6.685155177,-7.39756043,-8.264561254,-7.560464611,-6.523873663,-6.477532329,-6.490287046,-4.892239867,-4.086299527,-5.532480054,-4.475556663,-5.449255217,-4.404821942,-8.57081738,-4.11989595,-7.645346853,-6.79747959,-7.556844865,-7.162196174,-7.31931016,-5.281695958,-6.932247066,-4.29476632,,,,-7.553123508,-8.308067671,-3.482417854,-6.911380099,-6.569211274,-7.867351485,-7.925910314,-8.294382249,-3.419875759,-5.005348779
RASAL1,-7.440662185,-8.204762396,-6.108610346,-8.163567902,-7.512888692,,-7.435886226,-6.853627577,-6.027249886,-5.568661593,,-4.537279115,-8.077771395,-7.909966855,-6.845868961,,-5.834093569,,,-6.337577508,-7.916690359,-6.37752332,-6.689669614,-6.416909622,-7.028400738,-6.238203744,-6.097658263,-7.542893326,-6.678344165,-6.723145198,-7.341573565,-7.957300315,-8.049603776,-5.595344366,-4.991899948,-5.401902766,-5.451804788,-5.197661111,-5.433151111,-6.139526447,-7.169034306,-6.406209159,-5.352985125,-4.525356294,-5.219910728,-5.153204342,-5.966175318,-6.941528171,-6.605296978,-6.486058486,-6.81230953,-7.23390133,,-5.922535224,-6.862538485,-5.852943589,-5.396469266,-5.974878246,-7.829748511,-7.569415722,-8.334788854,-8.186121768,-7.470140054,-6.22991254,-6.22598581,-6.651581002,-7.03127788,-6.220570821,-6.14561398,-4.956432177,-5.270541675,-5.08791746,-4.851737225,-5.142081573,-7.900186105,-5.436695153,-5.70382381,-6.880254266,-7.215629139,-7.390293259,-6.516397877,-7.554340937,-8.813659183,-6.598158188,-6.776580131,-5.305856783,-5.657413414,-5.933835353,-8.060780817,-7.377678327,-6.938138915,-7.718328786,-9.673895511,-8.161819044,-5.912531475,-5.454988804,-4.256465099,-4.646511175,-7.743598272,-7.552788955,-5.895888915,-5.837488805,-6.631351111,,,,-9.226469229,-7.911024065,-7.390965146,-6.935003915,-5.756333823,-7.736063423,-9.209659751,-6.977227641,-6.74306735,-6.940269781
ALDH1A1,0.556096384,-0.051942517,-2.124578395,-0.73220933,-0.638090123,,-0.673703158,1.312570289,-1.403246235,-0.276932846,,-0.423075887,-2.008801777,-1.44500688,-2.14935281,,-1.437039886,,,-1.432998367,-2.099060993,-1.973896187,-3.383889805,-1.546247974,-2.183475639,-1.72091983,-2.058421645,-2.910132194,0.397137717,-1.528885847,-1.571689577,-2.571559819,-0.333807304,-0.877795004,-0.945140576,-1.915889657,-0.099236986,-0.776935146,-0.317356627,-1.438531849,-1.714172053,-0.008890951,0.279622499,-1.497987695,-5.732562508,-3.53369678,-0.966366543,-2.826242178,-1.015525021,-1.776919684,-2.723018746,-0.223119496,,-0.146841865,-2.021613625,-0.373456839,0.894196158,-0.477502723,-0.484897723,-0.915256172,-0.897223283,-1.792637384,-0.408035241,0.513646818,-0.905045639,-2.02040506,-0.396012641,-0.685340372,-0.910209684,0.089700859,-1.692273827,-3.437499826,-2.732900995,-3.066523076,-1.34140402,1.05751256,-0.475753377,-1.094645594,-0.394542572,-2.283421788,-2.47375354,-2.859725573,-2.380898173,-1.277401988,-1.80808704,-2.720333904,-2.386324093,-0.84016557,-0.062476412,-1.547268388,-1.389141911,-1.481282303,0.475135973,-2.997224356,-0.258976106,-2.756030884,-2.114169682,-1.499560114,-2.967649756,-2.484629613,-1.192034279,-2.091057498,-2.044209312,,,,-1.222469655,-1.851555832,-1.621945846,-2.753224457,-2.276553454,-1.36386626,-2.401814809,-0.563324363,-1.011783607,-0.093258331
PTEN,-0.197902518,-0.313637331,-0.795558842,-0.785868836,-1.148800057,,-1.496439373,-0.310979105,-0.811370771,-0.712678424,,-0.833593738,-1.963784565,-2.289697486,-2.009107771,,-1.159106559,,,-1.79982482,-1.422706314,-0.65963377,-0.093317877,-0.789785536,-1.054410095,-0.574085451,-0.682038282,-1.381655881,-0.988146487,-0.959574334,-1.388341482,-1.371125702,-0.936549095,-1.065576953,-1.090622411,-0.776715787,-1.094907941,-0.642190411,-1.327338291,-1.74304228,-2.061476077,-1.586867988,-0.6987032,-1.221981531,-2.931278275,-2.626510472,-1.681783572,-1.424962982,-1.735942731,-2.102131066,-1.714500129,-1.572439934,,-0.723639698,-0.904807886,-0.62382338,-0.302048463,-0.602446464,-0.704160867,-0.383197869,-0.666508408,-0.725121387,-0.872893766,-1.29339626,-0.955468603,-0.851242848,-1.408620051,-1.210451737,-0.685545964,-1.246835602,-0.821859454,-0.903541302,-1.072853879,-0.48671151,-0.881460961,-0.588137867,-1.045415589,-0.98608457,-1.135713925,-1.349637475,-1.106187364,-1.328037557,-1.353124526,-1.68129489,-1.226334581,-1.258930043,-1.482691041,-1.239378102,-0.851570068,-0.828028668,-0.919656628,-2.313597687,-1.19610095,-3.795055796,-0.993227204,-2.191513364,-2.070005697,-1.702985413,-0.981913186,-0.909141327,-0.963613001,-1.111663769,-0.791539518,,,,-1.674777922,-1.640860302,-0.398607703,-0.382601604,0.099246492,-1.597873684,-1.729188856,-1.545402455,-0.565750157,-0.296022105
CD84,-1.7761846,-2.541894064,-2.149932687,-2.348728811,-2.562311562,,-1.377552916,-0.987939344,-1.592648646,-0.964305472,,-1.741980211,-1.81749254,-1.835331733,-1.480254331,,-0.069399116,,,-1.164810107,-1.126356084,-1.134773185,-3.512807416,-1.409589432,-0.898059184,-0.608051678,-1.274577076,-1.902926969,0.432063934,-0.399209736,0.120641272,-1.239828423,-0.129838893,-1.144420441,-0.70322621,-2.100802636,0.03190406,-0.919614091,-0.453873574,-1.361419168,-1.061313468,-1.388191697,-0.294671193,-1.079257185,-3.836603219,-3.308669701,-1.776541984,-2.293062219,-1.976131583,-2.257431021,-1.505679552,-2.570696179,,0.511206672,0.781169827,-2.469382731,-1.80624356,-0.500494365,-0.338612304,-1.79409085,-1.486462151,-1.207332276,-0.078154409,-1.69590789,-1.901076759,-2.702538852,-1.779826999,-1.984583058,-2.412764494,-0.651003539,-0.801846418,-2.436586149,-2.118847373,-2.469317732,-0.55301995,-0.143905046,-0.620500519,-0.806016804,-0.91528384,-1.659409367,-2.399398096,-2.594556442,-1.896034645,-1.446318907,-1.957215754,-1.062694524,-0.679864105,-0.511501202,-1.457241739,-1.60871564,-2.339101229,-2.659984789,-0.194708393,-2.922511774,-0.127898677,-1.945202316,-2.179652686,-1.266838624,-1.422656636,-0.895628566,-0.682436815,0.286139193,-0.394116773,,,,-1.024888557,-1.829301397,-3.023864541,-2.519890691,-2.021982099,-1.393508983,-2.750621398,-0.403474474,-1.545701583,-2.692438947
ASPN,1.253323178,-2.208950144,-2.446542439,-3.175089772,-0.122915209,,-0.604377442,-2.657707367,0.10726978,0.696420641,,-2.43446831,-2.902913043,-4.235999349,-2.503107362,,-3.144067918,,,-3.711903866,-3.87616746,-2.689829806,-2.826126266,-1.97630897,-2.837864402,-2.294170478,-3.225047033,-3.086525359,0.489472095,-0.005673306,-0.411023003,-1.515918982,-1.506939107,-2.441796765,-1.142778384,-1.921093625,-2.566157347,-4.671835314,-3.083545236,-0.086697927,-0.976716446,-1.348579653,-0.613095916,-0.527669328,-2.516180503,-1.263476624,-3.344666173,-2.600126945,-3.955773457,-3.736999292,-4.567292841,-2.894844045,,-2.225258572,-1.546675559,-0.649222167,-1.830001485,-0.013369433,-0.29333451,0.657944247,-0.496471176,1.421451855,0.861608399,-2.203888956,-2.056483205,-0.646154322,-1.282458352,-0.418342013,-1.455688141,-1.821013063,-3.997619037,-3.686889997,-2.289784973,-3.788327861,-0.534170256,-3.414975211,-2.489811054,-0.745313081,-1.299697737,-0.113544748,-1.794238218,-2.296524525,-1.564000554,-1.669547652,-1.439710627,-0.179911051,-0.249985503,0.112278634,-1.79658579,-1.6984458,-1.529112449,-0.863181408,-0.238426019,-2.46207625,-2.829047312,-3.991400932,-4.387115626,-1.276159448,-0.245609079,-0.029770968,-3.434132845,-1.50510739,-2.785200139,,,,-4.162370381,-4.069317638,-0.153780755,0.31777733,-1.577620862,-4.305770141,-5.622126727,-3.314488273,-1.706613112,-0.123781227
TSPAN7,-1.950341214,-2.162847674,-3.335661636,-2.842993414,-2.959239499,,-1.595743655,-0.797756315,-3.351226694,-2.32836576,,-3.007476665,-6.165814587,-5.814567229,-5.901029011,,-3.993387902,,,-3.022002584,-3.87105324,-2.901472987,-3.929826315,-2.933276117,-3.459911568,-2.837254866,-3.356430642,-4.005442448,-1.050019445,-2.563816961,-3.130406397,-4.663670986,-2.127157658,-2.627040258,-4.403669667,-6.044556366,-4.210266841,-4.896464838,-4.335792242,-3.504910891,-3.16043508,-1.739367864,-1.200717002,-2.826572106,-2.608432216,-0.995747997,-3.381624655,-5.887492224,-2.505248633,-2.958091351,-3.061949974,-3.220507368,,-1.46856867,-3.713349756,-2.363916566,-0.649861845,-1.848273673,-1.836678984,-3.713995988,-1.927726693,-3.550158678,-3.3512354,-1.744022516,-1.965062151,-4.483766747,-2.94783019,-3.529440554,-2.7881411,-2.462086812,-1.857333073,-4.65609318,-4.129122872,-5.386449465,-3.33047553,-1.460509091,-2.405709654,-2.883604102,-2.798870487,-4.484496526,-4.896905329,-4.425348358,-4.052773749,-3.686823272,-4.80039407,-3.769461161,-4.149654998,-2.739737416,-2.012259704,-4.377403659,-4.054306155,-4.376916181,-3.352660788,-5.375621597,-1.392315717,-5.219370863,-3.639912476,-4.385023767,-3.866783271,-3.575425152,-3.201395918,-4.454799686,-4.415884165,,,,-3.500896111,-5.036307507,-3.816208249,-4.356971887,-3.916615072,-4.815873945,-5.307392181,-4.245578843,-3.099702003,-2.756336053
BAMBI,1.750034338,0.817135791,-1.405461226,-0.515595604,2.310186041,,0.824961318,0.799619663,-1.917445877,-2.396062458,,1.492148979,-4.29536283,-2.65431198,-4.068261382,,1.073957873,,,-2.095737324,-2.808268545,-2.025697671,-2.081898985,-0.77340478,-3.052253599,-2.527584707,-3.690756342,-4.141026995,-1.969677337,-1.267244441,0.403136013,0.419745022,-0.738900934,1.650283971,0.850849055,2.659180993,-0.731536495,-0.417524798,-0.419163757,0.590138175,0.111708962,-1.031312443,-0.072984748,2.031954535,3.15440043,2.380623089,-0.892161184,-2.303333097,-1.327373601,-1.004935876,0.582952343,-1.069905829,,-1.412214973,-1.640921019,-1.822522172,-1.563581287,-2.067222497,-1.919383398,0.914756495,0.192959786,-0.486544276,-0.1599327,-2.616028796,-1.595028552,-2.315838555,-0.855073815,-1.256111934,-1.074239888,-2.811098145,-3.751167516,-4.483151809,-4.932115973,-4.634083778,1.564693225,-1.206234112,0.84374831,0.150951399,0.682194222,1.991268909,3.952875494,3.717103193,1.771871455,1.896338782,3.611001636,1.228423475,0.89909264,1.032910407,0.353904419,0.683017605,1.060066848,-0.356853679,-1.647662853,-0.500547013,-2.63285046,-0.486347567,-2.067315177,-0.238725841,-5.029980481,-4.951855167,-3.290358112,-2.75251747,-2.869283503,,,,-0.395596395,0.087402867,-2.366429012,-3.985569237,-1.382337806,-0.443811403,-0.473479253,-1.315981697,0.809216438,1.860608601
PLCB4,-1.815057815,-1.946529091,-2.311880734,-1.033646948,-3.018556311,,-3.042930866,-1.848333277,-3.779557473,-3.141443409,,-1.47092329,-2.186766524,-2.559075555,-2.425537162,,-2.723913523,,,-3.799817264,-5.053670639,-2.637349222,-2.734756668,-2.529110871,-3.67569348,-3.589952136,-4.098565868,-4.97264423,-2.952548955,-2.540143035,-2.567684068,-1.646542605,-2.782985495,-2.64338755,-3.160473577,-2.670916295,-1.679213518,-1.19301545,-1.127263895,-4.797869362,-5.281354409,-3.32758648,-2.493479735,-2.336309625,-0.479147492,-1.812678339,-2.540559828,-3.01341234,-2.670126389,-2.960907323,-3.852221309,-2.249981094,,-2.27882745,-2.82549491,-1.468625841,-1.965399346,-2.244612652,-2.248074529,-2.996180674,-1.511833754,-2.879960062,-3.238746116,-2.278845792,-2.749205332,-3.897960318,-3.539836923,-4.000431886,-4.15297888,-3.283703453,-3.614114764,-5.091640546,-4.691267808,-4.738941092,-3.380728071,-2.168491115,-2.661179472,-3.365988901,-3.026764061,-2.649677459,-1.539341882,-1.628905238,-2.653236971,-2.555513851,-1.529318074,-1.679507989,-2.693378912,-2.294896225,-2.889346608,-4.269253915,-3.906676484,-4.393301691,-3.370894723,-5.523634065,-2.017188656,-0.451393094,-1.151871086,-0.721386302,-1.479841048,-1.536105831,-3.171855676,-4.425259443,-4.209185937,,,,-1.408170487,-1.231118758,-4.169738071,-4.718026313,-2.017591283,-2.124275623,-2.06642496,-2.458196982,-3.598869288,-2.477895759
